product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,cat_score,feat_price_attractiveness,product_score,niveau_recommandation
a-plat multicolore,arts de la table,30.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.5552728772823543,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.6429739852130486,0.782757660358756,Priorite haute
a-tagine,arts de la table,105.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.5565448924511678,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.6424485441118571,0.7827313883036965,Priorite haute
a-poêle sejnene,arts de la table,10.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8517576158779602,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.5400274806084042,0.7826103351285238,Priorite haute
a-plateaux cuivre,arts de la table,138.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.0457447111339175,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.4888195455461884,0.7825499383754131,Priorite haute
a-set de table brodé,arts de la table,20.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7035152465801572,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5870214557853364,0.7824600338873705,Priorite haute
a-verre thé cuivre/verre,arts de la table,20.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7035152465801572,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5870214557853364,0.7824600338873705,Priorite haute
a-assiettes nabeul,arts de la table,20.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7035152465801572,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5870214557853364,0.7824600338873705,Priorite haute
k-sélection de verres lella craquelé transparent,arts de la table,99.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.46759947087248604,1.0,1.0,arts de la table,0.95,True,0.6118659359007829,0.6813848191192801,0.7821782020540676,Priorite haute
a-saladier amamou,arts de la table,7.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8962303266673011,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.5273620962267486,0.781977065909441,Priorite haute
a-verre à thé,arts de la table,7.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8962303266673011,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.5273620962267486,0.781977065909441,Priorite haute
a-mug poissons,arts de la table,18.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7331637204397178,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5769795364434999,0.7819579379202787,Priorite haute
a-service à café verre/cuivre,arts de la table,159.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.3570536866593037,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.4242584738989627,0.7818218847930517,Priorite haute
a-mug coloré,arts de la table,16.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7628121942992784,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5672754041717428,0.7814727313066908,Priorite haute
a-plat de sejnene,arts de la table,25.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.6293940619312558,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.6137250793799629,0.7812952150671018,Priorite haute
a-plateau bleu ciel,arts de la table,110.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.6306660771000693,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.6132463378267928,0.7812712779894433,Priorite haute
a-cloche en cuivre,arts de la table,110.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.6306660771000693,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.6132463378267928,0.7812712779894433,Priorite haute
a-assiette rouge,arts de la table,15.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7776364312290587,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5625447264875189,0.7812361974224796,Priorite haute
a-service turquoise,arts de la table,120.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7789084463978722,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5621424767670923,0.7812160849364582,Priorite haute
k-pack lella craquelé miel,arts de la table,164.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.431174871308205,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.41132376440774254,0.7811751493184907,Priorite haute
k-pack lella craquelé turquoise,arts de la table,164.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.431174871308205,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.41132376440774254,0.7811751493184907,Priorite haute
a-plat poisson cuivre,arts de la table,150.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.2236355542912811,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.4497139821631971,0.7805946602062636,Priorite haute
a-corbeille,arts de la table,20.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7035152465801572,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5870214557853364,0.7799600338873705,Priorite haute
a-plateau cuivre,arts de la table,140.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.0753931849934781,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.4818364092311223,0.7797007815596597,Priorite haute
a-sous-tasse crochet,arts de la table,8.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8814060897375208,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5315173611134172,0.7796848291537746,Priorite haute
a-cuillère avec support,arts de la table,28.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.5849213511419149,1.0,1.0,arts de la table,0.95,True,0.6118659359007829,0.6309461345066196,0.7796562678234347,Priorite haute
a-tagine coloré,arts de la table,18.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7331637204397178,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5769795364434999,0.7794579379202786,Priorite haute
a-cache-bouteille,arts de la table,18.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7331637204397178,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5769795364434999,0.7794579379202786,Priorite haute
a-coupe turquoise peinte or,arts de la table,35.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.4811516926334528,1.0,1.0,arts de la table,0.94,True,0.6118659359007829,0.6751502935003393,0.7793664757731206,Priorite haute
a-service à thé céramique raku,arts de la table,180.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.6683626621846899,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.37476165221906604,0.7793470437090569,Priorite haute
a-service céramique,arts de la table,180.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.6683626621846899,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.37476165221906604,0.7793470437090569,Priorite haute
a-sous-tasses peintes,arts de la table,6.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9110545635970814,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5232712969313396,0.7792725259446707,Priorite haute
a-kit de table,arts de la table,142.6,1,1,310,67.45709677419354,2,0.6352459016393442,1.1139362010109068,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.47305117321979223,0.7792615197590932,Priorite haute
a-service jaune,arts de la table,160.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.371877923589084,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.4216068584536668,0.779189304020787,Priorite haute
a-plateau rectangulaire faïence,arts de la table,160.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.371877923589084,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.4216068584536668,0.779189304020787,Priorite haute
a-planche bois résine,arts de la table,130.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9271508156956751,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5189007481176369,0.7790539985039855,Priorite haute
a-sous-plat halfa,arts de la table,4.5,1,1,310,67.45709677419354,2,0.6352459016393442,0.9332909189917518,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5172527270347492,0.7789715974498411,Priorite haute
a-cuillères miel,arts de la table,4.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.940703037456642,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5152771859988092,0.7788728203980442,Priorite haute
a-boîte à chocolat,arts de la table,65.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.03642458474004398,1.0,1.0,arts de la table,0.88,True,0.6118659359007829,0.9648555377049648,0.7788517379833519,Priorite haute
a-coupelles vert d'eau,arts de la table,25.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.6293940619312558,1.0,1.0,arts de la table,0.95,True,0.6118659359007829,0.6137250793799629,0.7787952150671018,Priorite haute
"a-corbeille ""halfa"" kasserine",arts de la table,15.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7776364312290587,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5625447264875189,0.7787361974224796,Priorite haute
a-plat fleur bleue,arts de la table,15.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7776364312290587,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5625447264875189,0.7787361974224796,Priorite haute
a-3 feuilles,arts de la table,120.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7789084463978722,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5621424767670923,0.7787160849364582,Priorite haute
a-mug bleu blanc,arts de la table,3.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9555272743864223,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5113710317918045,0.7786775126876939,Priorite haute
k-pack lella craquelé bleu foncé,arts de la table,164.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.431174871308205,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.41132376440774254,0.7786751493184908,Priorite haute
a-plateau design,arts de la table,147.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.1791628435019401,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.45889181847144034,0.7785535520216756,Priorite haute
a-plat apero,arts de la table,14.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.792460668158839,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5578922973117003,0.7785035759636886,Priorite haute
a-tasse et sous-tasse,arts de la table,2.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9703515113162026,1.0,1.0,arts de la table,0.97,True,0.6118659359007829,0.5075236546660631,0.7784851438314068,Priorite haute
a-présentoir,arts de la table,170.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.5201202928868869,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.3968064551611006,0.7779492838561587,Priorite haute
a-serveur complet,arts de la table,170.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.5201202928868869,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.3968064551611006,0.7779492838561587,Priorite haute
a-série de bols,arts de la table,55.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.18466695403784691,1.0,1.0,arts de la table,0.9,True,0.6118659359007829,0.8441190974320473,0.7778149159697061,Priorite haute
a-cuillères grès noir,arts de la table,8.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8814060897375208,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5315173611134172,0.7771848291537744,Priorite haute
k-sélection de verres lella craquelé bleu foncé,arts de la table,99.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.46759947087248604,1.0,1.0,arts de la table,0.93,True,0.6118659359007829,0.6813848191192801,0.7771782020540676,Priorite haute
a-saladier b. olivier,arts de la table,87.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.2897086277151225,1.0,1.0,arts de la table,0.91,True,0.6118659359007829,0.7753689310209725,0.7768774076491523,Priorite haute
a-linge de table,arts de la table,180.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.6683626621846899,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.37476165221906604,0.776847043709057,Priorite haute
a-assiette amamou,arts de la table,5.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9258788005268617,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5192434745771284,0.77657113482696,Priorite haute
a-3 bowls,arts de la table,47.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.3032608494760893,1.0,1.0,arts de la table,0.91,True,0.6118659359007829,0.7673061002346536,0.7764742661098363,Priorite haute
a-bol calligraphié,arts de la table,4.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.940703037456642,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5152771859988092,0.776372820398044,Priorite haute
a-service bleu foncé,arts de la table,120.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7789084463978722,1.0,1.0,arts de la table,0.95,True,0.6118659359007829,0.5621424767670923,0.7762160849364582,Priorite haute
a-set coquelicot,arts de la table,120.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7789084463978722,1.0,1.0,arts de la table,0.95,True,0.6118659359007829,0.5621424767670923,0.7762160849364582,Priorite haute
a-kanoun,arts de la table,3.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9555272743864223,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.5113710317918045,0.7761775126876939,Priorite haute
k-pack lotus bloom desk,arts de la table,56.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.16984271710806662,1.0,1.0,arts de la table,0.89,True,0.6118659359007829,0.8548157674324548,0.7758497494697264,Priorite haute
a-maillot enfant,habillement,20.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.8512057358538795,1.0,1.0,habillement,0.75,True,0.7248873954551525,0.5401884731837999,0.7758281013121291,Priorite haute
a-plat rond,arts de la table,50.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.2587881386867484,1.0,1.0,arts de la table,0.9,True,0.6118659359007829,0.7944148576449621,0.7753297039803518,Priorite haute
a-service à thé weart,arts de la table,230.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.4095745086737046,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.293291728177834,0.7752735475069953,Priorite haute
a-tasse porcelaine peinte,arts de la table,200.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.9648474007802958,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.33728548718454027,0.7749732354573307,Priorite haute
a-plateau turquoise,arts de la table,20.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7035152465801572,1.0,1.0,arts de la table,0.94,True,0.6118659359007829,0.5870214557853364,0.7749600338873704,Priorite haute
a-3 plateaux,arts de la table,175.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.5942414775357885,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.3854691279355681,0.774882417494882,Priorite haute
a-set de thé brodé,arts de la table,140.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.0753931849934781,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.4818364092311223,0.7747007815596597,Priorite haute
a-plateau cuivre martelé,arts de la table,240.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.557816877971508,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.2810712395546762,0.7746625230758374,Priorite haute
a-grand tebssi,arts de la table,18.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7331637204397178,1.0,1.0,arts de la table,0.94,True,0.6118659359007829,0.5769795364434999,0.7744579379202786,Priorite haute
a-plateaux bois palmier,arts de la table,195.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.8907262161313942,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.3459338329654344,0.7729056527463753,Priorite haute
a-methred cuivre,arts de la table,230.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.4095745086737046,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.293291728177834,0.7727735475069953,Priorite haute
a-plateau cuivre gravé,arts de la table,280.0,1,1,310,67.45709677419354,2,0.6352459016393442,3.1507863551627193,1.0,1.0,arts de la table,1.0,True,0.6118659359007829,0.24091820547598336,0.7726548713719028,Priorite haute
a-mugs colorés,arts de la table,18.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7331637204397178,1.0,1.0,arts de la table,0.93,True,0.6118659359007829,0.5769795364434999,0.7719579379202787,Priorite haute
a-mini jarre,arts de la table,34.9,1,1,310,67.45709677419354,2,0.6352459016393442,0.4826341163264309,1.0,1.0,arts de la table,0.91,True,0.6118659359007829,0.6744752390277726,0.7718327230494922,Priorite haute
a-herisson porte cure-dents,arts de la table,6.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9110545635970814,1.0,1.0,arts de la table,0.94,True,0.6118659359007829,0.5232712969313396,0.7717725259446706,Priorite haute
k-la carafe lella miel,arts de la table,65.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.03642458474004398,1.0,1.0,arts de la table,0.85,True,0.6118659359007829,0.9648555377049648,0.7713517379833519,Priorite haute
a-service de table,arts de la table,255.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.780180431918212,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.26453763729276825,0.771335842962742,Priorite haute
a-plat tajine,arts de la table,15.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7776364312290587,1.0,1.0,arts de la table,0.93,True,0.6118659359007829,0.5625447264875189,0.7712361974224796,Priorite haute
a-table gigogne,arts de la table,220.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.261332139375902,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.30662317030713804,0.7709401196134605,Priorite haute
a-assiette peinte argent,arts de la table,150.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.2236355542912811,1.0,1.0,arts de la table,0.95,True,0.6118659359007829,0.4497139821631971,0.7705946602062635,Priorite haute
a-tajine rayure,arts de la table,30.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.5552728772823543,1.0,1.0,arts de la table,0.91,True,0.6118659359007829,0.6429739852130486,0.7702576603587561,Priorite haute
a-service asymétrie,arts de la table,280.0,1,1,310,67.45709677419354,2,0.6352459016393442,3.1507863551627193,1.0,1.0,arts de la table,0.99,True,0.6118659359007829,0.24091820547598336,0.7701548713719029,Priorite haute
a-plat tajine cuivre,arts de la table,125.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8530296310467737,1.0,1.0,arts de la table,0.93,True,0.6118659359007829,0.5396567778762941,0.7700917999919183,Priorite haute
a-nappe brodée marsa,arts de la table,140.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.0753931849934781,1.0,1.0,arts de la table,0.94,True,0.6118659359007829,0.4818364092311223,0.7697007815596597,Priorite haute
a-set toile de jute,arts de la table,8.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8814060897375208,1.0,1.0,arts de la table,0.93,True,0.6118659359007829,0.5315173611134172,0.7696848291537746,Priorite haute
a-ronds de serviette,arts de la table,35.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.4811516926334528,1.0,1.0,arts de la table,0.9,True,0.6118659359007829,0.6751502935003393,0.7693664757731207,Priorite haute
a-nappe point de croix,arts de la table,180.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.6683626621846899,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.37476165221906604,0.7693470437090569,Priorite haute
a-tasse à café,arts de la table,6.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9110545635970814,1.0,1.0,arts de la table,0.93,True,0.6118659359007829,0.5232712969313396,0.7692725259446707,Priorite haute
a-walima cuivre,arts de la table,250.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.7060592472693106,1.0,1.0,arts de la table,0.98,True,0.6118659359007829,0.2698283900174606,0.7691003805989767,Priorite haute
"a-articles en ""halfa"" kasserine",arts de la table,30.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.5552728772823543,1.0,1.0,arts de la table,0.9,True,0.6118659359007829,0.6429739852130486,0.7677576603587561,Priorite haute
a-set table brodé,arts de la table,8.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8814060897375208,1.0,1.0,arts de la table,0.92,True,0.6118659359007829,0.5315173611134172,0.7671848291537746,Priorite haute
a-set de table,arts de la table,8.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.8814060897375208,1.0,1.0,arts de la table,0.92,True,0.6118659359007829,0.5315173611134172,0.7671848291537746,Priorite haute
a-coupelle ornée poisson céramique,arts de la table,2.5,1,1,310,67.45709677419354,2,0.6352459016393442,0.9629393928513124,1.0,1.0,arts de la table,0.92,True,0.6118659359007829,0.5094400793227891,0.7660809650642432,Priorite haute
k-pack lella marbré miel,arts de la table,220.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.261332139375902,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.30662317030713804,0.7659401196134605,Priorite haute
a-chaussons,habillement,20.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.8512057358538795,1.0,1.0,habillement,0.71,True,0.7248873954551525,0.5401884731837999,0.7658281013121291,Priorite haute
a-baril à huile,arts de la table,90.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.33418133850446335,1.0,1.0,arts de la table,0.87,True,0.6118659359007829,0.7495233002741138,0.7655851261118093,Priorite haute
a-pack 3 planches,arts de la table,90.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.33418133850446335,1.0,1.0,arts de la table,0.86,True,0.6118659359007829,0.7495233002741138,0.7630851261118093,Priorite haute
a-service à eau,arts de la table,290.0,1,1,310,67.45709677419354,2,0.6352459016393442,3.2990287244605225,1.0,1.0,arts de la table,0.96,True,0.6118659359007829,0.23261068117787193,0.7622394951569972,Priorite haute
q-floral ceramic rectangular dish plate,handcrafted ceramics,31.2,1,1,262,31.49497709923664,1,0.5368852459016393,0.009365845510582817,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.990721059611597,0.7600222703356775,Priorite haute
a-fonds de plateaux,arts de la table,20.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7035152465801572,1.0,1.0,arts de la table,0.88,True,0.6118659359007829,0.5870214557853364,0.7599600338873705,Priorite haute
a-spatule,arts de la table,6.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9110545635970814,1.0,1.0,arts de la table,0.89,True,0.6118659359007829,0.5232712969313396,0.7592725259446707,Priorite haute
q-handcrafted trio ceramic snack plate blue color,handcrafted ceramics,34.32,1,1,262,31.49497709923664,1,0.5368852459016393,0.08969756676324957,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.9176858153132524,0.7588705081207602,Priorite haute
a-coupe seau,arts de la table,240.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.557816877971508,1.0,1.0,arts de la table,0.93,True,0.6118659359007829,0.2810712395546762,0.7571625230758374,Priorite haute
a-boîte gateaux cuivre,arts de la table,180.0,1,1,310,67.45709677419354,2,0.6352459016393442,1.6683626621846899,1.0,1.0,arts de la table,0.91,True,0.6118659359007829,0.37476165221906604,0.756847043709057,Priorite haute
a-sous-tasses cuir,arts de la table,88.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.3045328646449028,1.0,1.0,arts de la table,0.83,True,0.6118659359007829,0.7665579205413139,0.7564368571251693,Priorite haute
q-deep salad bowl green color,handcrafted ceramics,34.32,1,1,262,31.49497709923664,1,0.5368852459016393,0.08969756676324957,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.9176858153132524,0.7563705081207602,Priorite haute
q-olive oil bottle ceramics ' khat ',handcrafted ceramics,26.52,1,1,262,31.49497709923664,1,0.5368852459016393,0.15796096392133133,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.8635869698176952,0.7561655658459824,Priorite haute
q-olive oil bottle ceramics' flowers ',handcrafted ceramics,26.52,1,1,262,31.49497709923664,1,0.5368852459016393,0.15796096392133133,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.8635869698176952,0.7561655658459824,Priorite haute
q-olive oil bottle ceramics ' jilani ',handcrafted ceramics,26.52,1,1,262,31.49497709923664,1,0.5368852459016393,0.15796096392133133,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.8635869698176952,0.7561655658459824,Priorite haute
q-olive oil bottle ceramics ' face ',handcrafted ceramics,26.52,1,1,262,31.49497709923664,1,0.5368852459016393,0.15796096392133133,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.8635869698176952,0.7561655658459824,Priorite haute
q-ceramic deep salad bowl,handcrafted ceramics,37.44,1,1,262,31.49497709923664,1,0.5368852459016393,0.18876097903708183,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.8412119994130512,0.7550468173257502,Priorite haute
a-service à thé,arts de la table,365.0,1,1,310,67.45709677419354,2,0.6352459016393442,4.410846494194044,1.0,1.0,arts de la table,0.94,True,0.6118659359007829,0.18481396599830022,0.7548496593980186,Priorite haute
q-large floral ceramic serving bowl,handcrafted ceramics,25.272,1,1,262,31.49497709923664,1,0.5368852459016393,0.1975863288308643,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.8350128720793292,0.7547368609590641,Priorite haute
a-grand plateau cuivre,arts de la table,400.0,1,1,310,67.45709677419354,2,0.6352459016393442,4.929694786736355,1.0,1.0,arts de la table,0.94,True,0.6118659359007829,0.168642744013877,0.7540410982987974,Priorite haute
q-handmade ceramics oval plate,handcrafted ceramics,34.32,1,1,262,31.49497709923664,1,0.5368852459016393,0.08969756676324957,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.9176858153132524,0.7538705081207602,Priorite haute
q-oval salad bowl – lara,handcrafted ceramics,37.44,1,1,262,31.49497709923664,1,0.5368852459016393,0.18876097903708183,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.8412119994130512,0.7525468173257502,Priorite haute
a-plats main de fatma,arts de la table,115.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.7047872617489708,1.0,1.0,arts de la table,0.85,True,0.6118659359007829,0.5865834538053051,0.7524381337883689,Priorite haute
q-ceramic oval plate,handcrafted ceramics,25.272,1,1,262,31.49497709923664,1,0.5368852459016393,0.1975863288308643,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.8350128720793292,0.7522368609590642,Priorite haute
q-khomsa appetizer tray – blue | tunisian ceramic,handcrafted ceramics,34.32,1,1,262,31.49497709923664,1,0.5368852459016393,0.08969756676324957,1.0,1.0,handcrafted ceramics,0.97,True,0.5186972272492326,0.9176858153132524,0.7513705081207601,Priorite haute
q-handcrafted trio ceramic snack plate green color,handcrafted ceramics,34.32,1,1,262,31.49497709923664,1,0.5368852459016393,0.08969756676324957,1.0,1.0,handcrafted ceramics,0.97,True,0.5186972272492326,0.9176858153132524,0.7513705081207601,Priorite haute
a-planche ve,arts de la table,110.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.6306660771000693,1.0,1.0,arts de la table,0.84,True,0.6118659359007829,0.6132463378267928,0.7512712779894434,Priorite haute
q-handmade ceramic egg cup,handcrafted ceramics,21.84,1,1,262,31.49497709923664,1,0.5368852459016393,0.30655608233207987,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.7653708964525227,0.7512547621777237,Priorite haute
q-tunisian handcrafted ceramic plate,handcrafted ceramics,39.0,1,1,262,31.49497709923664,1,0.5368852459016393,0.23829268517399807,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.8075635202993107,0.7508643933700632,Priorite haute
a-tajine terre cuite,arts de la table,1.0,1,1,310,67.45709677419354,2,0.6352459016393442,0.9851757482459829,1.0,1.0,arts de la table,0.86,True,0.6118659359007829,0.5037337378736153,0.7507956479917844,Priorite haute
q-handmade ceramic serving plate,handcrafted ceramics,23.4,1,1,262,31.49497709923664,1,0.5368852459016393,0.2570243761951637,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.795529521095573,0.7502626934098763,Priorite haute
