product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,cat_score,feat_price_attractiveness,product_score,niveau_recommandation
q-sample rug kilim abstract brown and beige,rugs & kilim,46.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.801954978278389,1.0,1.0,rugs & kilim,0.7,True,0.5672412027267326,0.5549528218265547,0.6261986904339377,Priorite moyenne
q-handwoven carpet made by kerkenniens,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.86,True,0.45199896284744645,0.24484094788610877,0.6259564903469,Priorite moyenne
a-coffret miel et soins,cosmetiques et soins,85.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.4046570512828302,1.0,1.0,cosmetiques et soins,0.8,True,0.4382109793419082,0.29371533900109353,0.6252474214083648,Priorite moyenne
q-large rustic serving olive wood bowl,accessories,115.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.13754527103658715,1.0,1.0,accessories,0.73,True,0.45199896284744645,0.879085892633311,0.6251687375842601,Priorite moyenne
q-handmade blue pattern ceramic bowl,accessories,9.36,1,1,154,101.48167532467532,1,0.3155737704918033,0.9077665905906591,1.0,1.0,accessories,0.8,True,0.45199896284744645,0.5241731378105287,0.624923099843121,Priorite moyenne
q-small striped carpet handwoven by women artisans.,rugs & kilim,62.4,1,1,130,236.3099076923077,1,0.26639344262295084,0.735939972448429,1.0,1.0,rugs & kilim,0.69,True,0.5672412027267326,0.5760567852986103,0.6247538886075404,Priorite moyenne
a-beurre de cacao,cosmetiques et soins,30.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.2016436910764503,1.0,1.0,cosmetiques et soins,0.69,True,0.4382109793419082,0.8321934425538282,0.6246713265860016,Priorite moyenne
q-table set braided natural fiber,accessories,15.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.8462776575537623,1.0,1.0,accessories,0.79,True,0.45199896284744645,0.5416303424940735,0.6232959600772982,Priorite moyenne
q-berber inspired pattern carpet home decoration,rugs & kilim,62.4,1,1,130,236.3099076923077,1,0.26639344262295084,0.735939972448429,1.0,1.0,rugs & kilim,0.68,True,0.5672412027267326,0.5760567852986103,0.6222538886075405,Priorite moyenne
q-rustic olive wood bottle holder/candle holder/ bottle rack,accessories,24.96,1,1,154,101.48167532467532,1,0.3155737704918033,0.754044257998417,1.0,1.0,accessories,0.78,True,0.45199896284744645,0.5701110422043311,0.6222199950628111,Priorite moyenne
a-petit cyprus,cosmetiques et soins,30.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.2016436910764503,1.0,1.0,cosmetiques et soins,0.68,True,0.4382109793419082,0.8321934425538282,0.6221713265860016,Priorite moyenne
k-la suspension mooja gold,luminaires,220.0,1,1,8,256.12,1,0.01639344262295082,0.14102764274157567,1.0,1.0,luminaires,0.96,True,0.4473913934426229,0.8764029568970607,0.62131625440223,Priorite moyenne
k-la suspension doora gold,luminaires,220.0,1,1,8,256.12,1,0.01639344262295082,0.14102764274157567,1.0,1.0,luminaires,0.96,True,0.4473913934426229,0.8764029568970607,0.62131625440223,Priorite moyenne
q-white kilim with black and beige lines,rugs & kilim,390.0,1,1,130,236.3099076923077,1,0.26639344262295084,0.6503751499807303,1.0,1.0,rugs & kilim,0.67,True,0.5672412027267326,0.6059228412471406,0.6212471914049669,Priorite moyenne
q-authentic handmade tunisian babouche/balgha slippers,accessories,18.127,1,1,154,101.48167532467532,1,0.3155737704918033,0.8213766104729548,1.0,1.0,accessories,0.78,True,0.45199896284744645,0.5490352704926474,0.621166206477227,Priorite moyenne
q-versatile cotton & linen handwoven blanket,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.77,True,0.45199896284744645,0.5913850567208057,0.6207836957886348,Priorite moyenne
q-pastel mint green area rug made by kerkenniens,accessories,308.88,1,1,154,101.48167532467532,1,0.3155737704918033,2.043702195180389,1.0,1.0,accessories,0.82,True,0.45199896284744645,0.32854725458471923,0.6201418056818305,Priorite moyenne
q-olive wood rustic small boat shaped bowl,accessories,9.36,1,1,154,101.48167532467532,1,0.3155737704918033,0.9077665905906591,1.0,1.0,accessories,0.78,True,0.45199896284744645,0.5241731378105287,0.619923099843121,Priorite moyenne
q-bourette neck scarf handmade,accessories,62.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.38511065977703596,1.0,1.0,accessories,0.74,True,0.45199896284744645,0.7219639766262228,0.6198126417839057,Priorite moyenne
q-olive wood large bowl rustic,accessories,90.48,1,1,154,101.48167532467532,1,0.3155737704918033,0.10841046111100015,1.0,1.0,accessories,0.7,True,0.45199896284744645,0.9021928564240215,0.6188240857737957,Priorite moyenne
q-blue handmade bathroom rug,rugs & kilim,46.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.801954978278389,1.0,1.0,rugs & kilim,0.67,True,0.5672412027267326,0.5549528218265547,0.6186986904339377,Priorite moyenne
q-black and white carpet made by kerkenniens,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.83,True,0.45199896284744645,0.24484094788610877,0.6184564903469,Priorite moyenne
q-blue and grey kerkenatiss carpet,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.83,True,0.45199896284744645,0.24484094788610877,0.6184564903469,Priorite moyenne
q-palm fiber artisanal leather tunisian bag colorful,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.76,True,0.45199896284744645,0.5913850567208057,0.6182836957886348,Priorite moyenne
q-pink and grey rug made by kerkenniens.,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.76,True,0.45199896284744645,0.5913850567208057,0.6182836957886348,Priorite moyenne
q-handmade organic smar laptop / book bag,accessories,28.08,1,1,154,101.48167532467532,1,0.3155737704918033,0.7232997914799686,1.0,1.0,accessories,0.75,True,0.45199896284744645,0.5802820872746701,0.615228547316328,Priorite moyenne
"q-olive wood flat spoon 20 cm / 7.8""",accessories,6.24,1,1,154,101.48167532467532,1,0.3155737704918033,0.9385110571091075,1.0,1.0,accessories,0.76,True,0.45199896284744645,0.5158598380611227,0.6145074348556507,Priorite moyenne
q-handwoven fringe blue throw / blanket,accessories,218.4,1,1,154,101.48167532467532,1,0.3155737704918033,1.152112666145385,1.0,1.0,accessories,0.77,True,0.45199896284744645,0.4646596880037346,0.6144474273527812,Priorite moyenne
q-fair trade tunisian fouta / striped fouta,accessories,18.72,1,1,154,101.48167532467532,1,0.3155737704918033,0.8155331910353139,1.0,1.0,accessories,0.75,True,0.45199896284744645,0.5508023785727358,0.6137545618812313,Priorite moyenne
q-trendy handwoven fouta handmade,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,0.72,True,0.45199896284744645,0.6130958279509526,0.6093692343501422,Priorite moyenne
q-handmade cotton fouta towel/ diamond patterns,accessories,21.84,1,1,154,101.48167532467532,1,0.3155737704918033,0.7847887245168654,1.0,1.0,accessories,0.73,True,0.45199896284744645,0.5602904065133512,0.609228963278262,Priorite moyenne
q-lampshade size medium palm wood and aluminium,accessories,390.0,1,1,154,101.48167532467532,1,0.3155737704918033,2.843058324660048,1.0,1.0,accessories,0.79,True,0.45199896284744645,0.26020942580632284,0.6092249142429107,Priorite moyenne
q-grey and white geometric pattern small carpet.,accessories,399.36,1,1,154,101.48167532467532,1,0.3155737704918033,2.9352917242153933,1.0,1.0,accessories,0.79,True,0.45199896284744645,0.2541107674042582,0.6089199813228074,Priorite moyenne
"q-tureen collection ""faïences"" blue and white designed by sofiane ben amor",accessories,49.92,1,1,154,101.48167532467532,1,0.3155737704918033,0.5080885258508296,1.0,1.0,accessories,0.7,True,0.45199896284744645,0.6630910472817386,0.6068689953166815,Priorite moyenne
q-cage of sidi bou said decoration arabesques,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.67,True,0.45199896284744645,0.812091505111312,0.6068190182081602,Priorite moyenne
k-la suspension mooja noire,luminaires,220.0,1,1,8,256.12,1,0.01639344262295082,0.14102764274157567,1.0,1.0,luminaires,0.9,True,0.4473913934426229,0.8764029568970607,0.60631625440223,Priorite moyenne
q-hand-woven cotton and linen scarf with pompon fringes,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.7,True,0.45199896284744645,0.6498430986070431,0.6062065978829467,Priorite moyenne
q-blue and white painted sardines plates.,accessories,31.2,1,1,154,101.48167532467532,1,0.3155737704918033,0.6925553249615202,1.0,1.0,accessories,0.71,True,0.45199896284744645,0.5908226367860293,0.605755574791896,Priorite moyenne
q-100% cotton fouta / pestemal bath-gym-beach towel,accessories,37.44,1,1,154,101.48167532467532,1,0.3155737704918033,0.6310663919246233,1.0,1.0,accessories,0.7,True,0.45199896284744645,0.6130958279509526,0.6043692343501422,Priorite moyenne
q-jar belle-lune art handmade decorated in nabeul,accessories,146.64,1,1,154,101.48167532467532,1,0.3155737704918033,0.44498993622107125,1.0,1.0,accessories,0.68,True,0.45199896284744645,0.692046342284704,0.6033167600668298,Priorite moyenne
q-collection faiences designed by sofiane ben amor,accessories,56.16,1,1,154,101.48167532467532,1,0.3155737704918033,0.44659959281393286,1.0,1.0,accessories,0.68,True,0.45199896284744645,0.6912762902516756,0.6032782574651783,Priorite moyenne
q-hand woven striped kilim flat weave reversible berber rug,accessories,390.0,1,1,154,101.48167532467532,1,0.3155737704918033,2.843058324660048,1.0,1.0,accessories,0.76,True,0.45199896284744645,0.26020942580632284,0.6017249142429107,Priorite moyenne
k-la suspension mooja gold pf,luminaires,160.0,1,1,8,256.12,1,0.01639344262295082,0.37529283001994057,1.0,1.0,luminaires,0.91,True,0.4473913934426229,0.7271178749514028,0.6013520003049472,Priorite moyenne
q-throw blanket fouta towel peshtemal made in tunisia,accessories,24.96,1,1,154,101.48167532467532,1,0.3155737704918033,0.754044257998417,1.0,1.0,accessories,0.69,True,0.45199896284744645,0.5701110422043311,0.599719995062811,Priorite moyenne
q-small traditional black bag,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.67,True,0.45199896284744645,0.6498430986070431,0.5987065978829468,Priorite moyenne
q-a white ines carpet with a black motif,rugs & kilim,393.12,1,1,130,236.3099076923077,1,0.26639344262295084,0.6635781511467224,1.0,1.0,rugs & kilim,0.58,True,0.5672412027267326,0.601113929820904,0.5985067458336552,Priorite moyenne
q-natural couffin handmade in tunisia,accessories,40.56,1,1,154,101.48167532467532,1,0.3155737704918033,0.6003219254061749,1.0,1.0,accessories,0.67,True,0.45199896284744645,0.624874273184873,0.5974581566118382,Priorite moyenne
q-hand-painted tunisian tajine floral decorated ceramic cookware,accessories,49.92,1,1,154,101.48167532467532,1,0.3155737704918033,0.5080885258508296,1.0,1.0,accessories,0.66,True,0.45199896284744645,0.6630910472817386,0.5968689953166815,Priorite moyenne
q-hand painted ceramic tile coaster,accessories,6.24,1,1,154,101.48167532467532,1,0.3155737704918033,0.9385110571091075,1.0,1.0,accessories,0.68,True,0.45199896284744645,0.5158598380611227,0.5945074348556507,Priorite moyenne
q-naturel handmade hat with green design,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.62,True,0.45199896284744645,0.812091505111312,0.5943190182081601,Priorite moyenne
k-la suspension mooja noire pf,luminaires,160.0,1,1,8,256.12,1,0.01639344262295082,0.37529283001994057,1.0,1.0,luminaires,0.88,True,0.4473913934426229,0.7271178749514028,0.5938520003049471,Priorite moyenne
q-small carpet with grey and yellow diamond shaped motifs,rugs & kilim,46.8,1,1,130,236.3099076923077,1,0.26639344262295084,0.801954978278389,1.0,1.0,rugs & kilim,0.57,True,0.5672412027267326,0.5549528218265547,0.5936986904339376,Priorite moyenne
"q-set of cups "" ekho design """,accessories,118.56,1,1,154,101.48167532467532,1,0.3155737704918033,0.1682897375550356,1.0,1.0,accessories,0.6,True,0.45199896284744645,0.8559520535486105,0.591512045630025,Priorite moyenne
q-natural tunisian bag with feather design,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.65,True,0.45199896284744645,0.5913850567208057,0.5907836957886349,Priorite moyenne
k-la suspension ksour,luminaires,414.48,1,1,8,256.12,1,0.01639344262295082,0.6183039176233645,1.0,1.0,luminaires,0.88,True,0.4473913934426229,0.6179309022921953,0.5883926516719868,Priorite moyenne
k-la suspension noor,luminaires,414.48,1,1,8,256.12,1,0.01639344262295082,0.6183039176233645,1.0,1.0,luminaires,0.88,True,0.4473913934426229,0.6179309022921953,0.5883926516719868,Priorite moyenne
q-red floral scarf hand embroidery,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,accessories,0.63,True,0.45199896284744645,0.5913850567208057,0.5857836957886349,Priorite moyenne
q-handcrafted grey carpet.,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.69,True,0.45199896284744645,0.24484094788610877,0.5834564903469,Priorite moyenne
a-body scrub,cosmetiques et soins,42.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.682301151485115,1.0,1.0,cosmetiques et soins,0.57,True,0.4382109793419082,0.5944238931996285,0.5827828491182916,Priorite moyenne
q-colorful traditional fan in natural palm fiber,accessories,21.84,1,1,154,101.48167532467532,1,0.3155737704918033,0.7847887245168654,1.0,1.0,accessories,0.59,True,0.45199896284744645,0.5602904065133512,0.5742289632782621,Priorite moyenne
q-serving medium board without handle olive wood,accessories,23.4,1,1,154,101.48167532467532,1,0.3155737704918033,0.7694164912576413,1.0,1.0,olive wood,0.58,False,0.45199896284744645,0.5651580647862244,0.5719723461919057,Priorite moyenne
q-lampshade margoum and palm wood handmade né à tunis,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.64,True,0.45199896284744645,0.24484094788610877,0.5709564903469,Priorite moyenne
q-wool geometric tunisian margoum area rug,accessories,414.48,1,1,154,101.48167532467532,1,0.3155737704918033,3.08428413888172,1.0,1.0,accessories,0.64,True,0.45199896284744645,0.24484094788610877,0.5709564903469,Priorite moyenne
q-olive wood small nesting bowls set of 3,accessories,24.96,1,1,154,101.48167532467532,1,0.3155737704918033,0.754044257998417,1.0,1.0,olive wood,0.57,False,0.45199896284744645,0.5701110422043311,0.5697199950628111,Priorite moyenne
q-ceramic handmade jilani green set made in tunisia,handcrafted ceramics,152.88,1,1,262,31.49497709923664,1,0.5368852459016393,3.854107233168879,1.0,1.0,handcrafted ceramics,0.38,True,0.5186972272492326,0.20601110605197234,0.5682867726576962,Priorite moyenne
q-black & white amazigh rugs,rugs & kilim,414.48,1,1,130,236.3099076923077,1,0.26639344262295084,0.7539679283600522,1.0,1.0,rugs & kilim,0.44,True,0.5672412027267326,0.5701358524468535,0.5619578419649526,Priorite moyenne
k-la tour nassije,luminaires,240.0,1,1,8,256.12,1,0.01639344262295082,0.06293924698212071,1.0,1.0,luminaires,0.7,True,0.4473913934426229,0.9407875406230256,0.5595354835885282,Priorite moyenne
q-brown scarf made with cotton and wool.,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.51,True,0.45199896284744645,0.6498430986070431,0.5587065978829467,Priorite moyenne
"q-olive wood slotted spatula 30 cm / 12""",accessories,9.36,1,1,154,101.48167532467532,1,0.3155737704918033,0.9077665905906591,1.0,1.0,accessories,0.53,True,0.45199896284744645,0.5241731378105287,0.557423099843121,Priorite moyenne
q-small traditional yellow bag,accessories,46.8,1,1,154,101.48167532467532,1,0.3155737704918033,0.5388329923692781,1.0,1.0,accessories,0.5,True,0.45199896284744645,0.6498430986070431,0.5562065978829467,Priorite moyenne
q-black and white runner from kesra region.,rugs & kilim,31.2,1,1,130,236.3099076923077,1,0.26639344262295084,0.867969984108349,1.0,1.0,accessories,0.42,False,0.5672412027267326,0.5353405078815209,0.5552180747366859,Priorite moyenne
"q-olive wood small spoons set of four 15 cm / 5.9 """,accessories,28.08,1,1,154,101.48167532467532,1,0.3155737704918033,0.7232997914799686,1.0,1.0,olive wood,0.5,False,0.45199896284744645,0.5802820872746701,0.552728547316328,Priorite moyenne
q-wool fringed throw blanket,accessories,93.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.07766599459255183,1.0,1.0,accessories,0.42,True,0.45199896284744645,0.9279312932000643,0.5501110076125978,Priorite moyenne
q-small traditional red bag,accessories,56.16,1,1,154,101.48167532467532,1,0.3155737704918033,0.44659959281393286,1.0,1.0,accessories,0.45,True,0.45199896284744645,0.6912762902516756,0.5457782574651784,Priorite basse
a-pack soin été,cosmetiques et soins,99.0,1,1,193,24.965803108808288,1,0.39549180327868855,2.9654240884262726,1.0,1.0,cosmetiques et soins,0.49,True,0.4382109793419082,0.25217983693564094,0.5456706463050922,Priorite basse
q-handmade fringe green cotton throw / blanket,accessories,218.4,1,1,154,101.48167532467532,1,0.3155737704918033,1.152112666145385,1.0,1.0,accessories,0.49,True,0.45199896284744645,0.4646596880037346,0.5444474273527813,Priorite basse
q-coral area rug made by kerkenniens.,accessories,171.6,1,1,154,101.48167532467532,1,0.3155737704918033,0.6909456683686587,1.0,1.0,rugs & kilim,0.46,False,0.45199896284744645,0.5913850567208057,0.5432836957886349,Priorite basse
